id,province,carcolour,hp,gender,age,lic_years,pastclaims,exp_years
14019,FS,Red,188,1,27,8,0,0.251882272
14020,WC,Red,263,1,62,44,0,0.227241615
14021,FS,Yellow,88,0,29,10,2,0.375085558
14022,KZN,Black,122,1,28,10,1,0.306639288
14024,MP,Silver,245,1,61,43,1,0.281998631
14025,MP,Black,57,0,81,61,5,0.043805613
14026,GP,Blue,76,0,23,3,1,0.295687885
14027,NW,White,121,0,31,13,1,0.435318275
14028,NW,Yellow,108,1,24,4,1,0.492813142
14029,WC,Black,72,1,72,54,1,0.046543463
14030,WC,Red,172,1,77,58,1,0.213552361
14031,KZN,Silver,128,0,31,12,0,0.117727584
14032,KZN,Red,101,0,65,47,0,0.019164956
14033,GP,Red,85,1,74,56,0,0.265571526
14034,EC,White,117,0,52,33,0,0.202600958
14035,EC,White,96,0,30,11,1,0.210814511
14036,GP,Yellow,120,0,65,47,1,0.073921971
14037,FS,Black,188,1,66,47,2,0.287474333
14038,MP,Green,39,0,22,3,1,0.407939767
14039,MP,White,60,0,58,39,1,0.45174538
14040,GP,White,241,1,52,34,1,0.005475702
14041,GP,Red,181,0,32,13,2,0.098562628
14042,KZN,Silver,236,0,56,36,0,0.008213552
14043,WC,White,80,0,42,23,1,0.484599589
14044,WC,Black,121,1,72,53,1,0.490075291
14045,WC,White,142,0,56,37,0,0.24366872
14046,KZN,White,61,1,56,38,2,0.320328542
14047,GP,Green,128,0,26,8,1,0.386036961
14048,LIM,Red,113,1,27,9,3,0.481861739
14049,WC,Black,122,1,73,55,2,0.090349076
14050,EC,Silver,285,0,32,13,0,0.443531828
14051,NW,Silver,88,1,40,22,0,0.271047228
14052,GP,White,128,1,42,23,3,0.41615332
14053,MP,White,105,0,42,24,1,0.120465435
14055,FS,Silver,74,0,24,6,1,0.432580424
14056,GP,Red,132,0,19,1,0,0.479123888
14057,NW,Blue,108,0,68,50,0,0.306639288
14058,WC,White,214,0,82,64,1,0.473648186
14059,GP,Black,111,0,79,61,2,0.038329911
14060,EC,White,149,0,81,62,4,0.27652293
14061,WC,White,164,0,39,20,2,0.429842574
14062,FS,White,124,1,65,46,1,0.156057495
14063,WC,White,119,1,24,6,1,0.323066393
14064,WC,White,57,1,36,18,2,0.470910335
14065,GP,Black,95,0,54,36,2,0.320328542
14066,KZN,White,46,0,34,16,1,0.20807666
14067,WC,White,165,0,52,32,0,0.041067762
14068,WC,White,107,1,73,54,1,0.227241615
14069,WC,White,71,0,20,1,0,0.45174538
14070,GP,White,248,0,65,47,1,0.481861739
14071,GP,White,91,0,74,56,1,0.106776181
14072,WC,Black,109,0,57,39,2,0.169746749
14073,EC,Yellow,256,0,56,37,2,0.147843943
14074,EC,Red,51,1,67,49,3,0.394250513
14075,FS,Red,108,1,22,3,3,0.079397673
14076,FS,Silver,73,1,23,5,1,0.440793977
14077,WC,Black,80,0,62,44,1,0.153319644
14078,KZN,White,126,1,49,31,1,0.317590691
14079,WC,Black,235,0,24,4,2,0.008213552
14080,EC,White,279,1,79,61,1,0.432580424
14081,MP,Green,232,0,39,21,2,0.355920602
14082,KZN,Red,239,0,30,11,0,0.339493498
14083,WC,Black,125,1,50,31,3,0.290212183
14084,GP,Red,189,1,66,48,1,0.098562628
14085,GP,White,119,0,42,24,1,0.41889117
14086,EC,Red,130,1,27,8,2,0.098562628
14087,NW,Blue,68,0,70,52,1,0.476386037
14088,GP,Black,139,0,63,43,1,0.1724846
14089,FS,Black,95,0,84,66,0,0.123203285
14090,GP,Blue,230,1,38,20,1,0.114989733
14091,GP,White,45,1,37,18,1,0.273785079
14092,NW,White,119,1,82,63,1,0.287474333
14093,WC,White,63,1,51,33,0,0.016427105
14094,KZN,Red,93,1,84,65,1,0.123203285
14095,GP,White,240,0,22,4,0,0.188911704
14096,MP,Red,123,0,65,47,1,0.158795346
14097,GP,Red,68,1,26,8,2,0.295687885
14098,KZN,Red,141,0,32,14,0,0.158795346
14099,NW,Red,105,0,49,31,0,0.41889117
14100,FS,Red,211,1,42,24,2,0.320328542
14101,WC,White,167,1,78,59,2,0.449007529
14102,GP,White,49,1,38,19,1,0.082135524
14103,EC,Black,187,0,35,17,4,0.240930869
14104,FS,Red,80,0,40,20,1,0.147843943
14105,GP,Yellow,92,0,45,26,0,0.331279945
14106,WC,Red,209,0,64,46,3,0.331279945
14107,NW,Red,42,0,49,30,3,0.164271047
14109,KZN,Silver,212,1,57,39,1,0.323066393
14110,EC,White,253,0,44,26,0,0.380561259
14111,FS,Black,113,1,50,32,1,0.197125257
14112,EC,Yellow,95,0,79,60,1,0.287474333
14113,WC,White,138,1,20,1,1,0.429842574
14114,WC,Silver,183,0,83,63,0,0.476386037
14115,GP,Black,76,0,41,23,1,0.194387406
14116,FS,Black,229,1,33,15,1,0.364134155
14117,NW,Yellow,142,1,27,9,4,0.290212183
14118,WC,Silver,163,1,49,30,1,0.062970568
14119,WC,Red,73,1,24,5,0,0.090349076
14120,WC,Blue,83,0,60,42,2,0.106776181
14121,MP,White,90,0,63,45,1,0.134154689
14122,WC,Green,140,0,38,18,1,0.164271047
14123,EC,Blue,81,0,32,14,1,0.465434634
14124,KZN,Blue,63,1,69,51,0,0.180698152
14125,GP,White,84,1,56,38,2,0.394250513
14126,NW,White,137,1,56,38,1,0.468172485
14127,FS,Red,236,0,59,41,3,0.238193018
14128,KZN,Yellow,207,0,23,5,4,0.325804244
14129,FS,White,150,0,77,59,1,0.377823409
14130,WC,Black,54,1,50,31,0,0.114989733
14131,NW,White,152,0,37,19,0,0.490075291
14132,WC,Red,178,0,18,0,4,0.490075291
14134,EC,Black,81,0,86,67,1,0.465434634
14135,LIM,White,169,1,48,30,1,0.449007529
14136,MP,White,98,1,70,51,1,0.213552361
14137,WC,Black,66,0,67,48,0,0.429842574
14138,WC,White,220,0,21,2,2,0.309377139
14139,WC,Silver,161,0,53,34,1,0.183436003
14140,WC,Silver,43,0,65,46,1,0.1724846
14141,GP,Green,117,1,51,31,1,0.134154689
14142,MP,White,108,1,25,6,1,0.221765914
14143,WC,Green,217,1,43,25,1,0.449007529
14144,EC,Green,128,0,62,44,2,0.005475702
14145,NW,Red,116,1,30,12,2,0.27652293
14146,NW,Red,138,1,64,46,1,0.306639288
14147,KZN,Silver,57,0,77,57,2,0.106776181
14148,KZN,White,342,0,65,47,1,0.427104723
14149,EC,White,64,1,21,2,1,0.177960301
14150,EC,Silver,160,0,53,35,0,0.221765914
14151,KZN,Green,145,1,70,51,1,0.079397673
14152,WC,Silver,69,0,30,12,0,0.405201916
14153,GP,White,157,0,84,64,1,0.191649555
14154,MP,Red,115,0,68,49,2,0.232717317
14155,WC,Black,125,0,21,2,1,0.34770705
14156,WC,White,57,0,67,49,1,0.353182752
14157,WC,Red,171,1,65,47,4,0.106776181
14158,GP,White,71,0,30,12,2,0.380561259
14159,EC,White,93,0,56,38,0,0.301163587
14160,EC,Black,98,1,49,31,1,0.470910335
14161,FS,White,57,1,29,11,1,0.240930869
14162,FS,Red,120,0,61,42,1,0.090349076
14163,WC,White,152,1,21,2,0,0.235455168
14164,GP,White,188,1,52,34,1,0.268309377
14165,WC,Silver,79,1,42,23,2,0.147843943
14166,EC,Red,103,1,18,0,1,0.13963039
14167,GP,Silver,57,1,31,13,1,0.443531828
14168,GP,Yellow,56,0,24,6,1,0.095824778
14169,MP,Silver,85,1,65,47,0,0.339493498
14170,NW,White,84,0,43,25,1,0.377823409
14171,EC,Black,104,0,33,15,0,0.443531828
14172,WC,Black,207,1,75,57,0,0.257357974
14173,NW,Green,129,0,43,24,1,0.323066393
14174,WC,Yellow,44,0,45,27,0,0.03559206
14175,EC,White,136,1,49,31,1,0.1724846
14176,MP,Red,138,0,30,11,2,0.076659822
14177,FS,Black,240,0,40,22,1,0.093086927
14178,KZN,Silver,201,0,20,1,1,0.281998631
14179,KZN,Red,106,1,59,41,3,0.298425736
14180,MP,Green,94,1,74,55,1,0.13963039
14181,WC,Blue,152,1,24,6,1,0.353182752
14182,MP,Black,151,1,81,63,1,0.287474333
14183,EC,Red,97,1,31,13,2,0.484599589
14184,WC,White,213,1,51,33,2,0.372347707
14185,GP,Red,146,0,54,36,1,0.06844627
14186,KZN,White,138,0,67,48,0,0.123203285
14187,MP,White,54,0,58,40,1,0.10403833
14188,GP,White,55,1,80,61,2,0.402464066
14189,EC,Black,48,1,76,58,4,0.191649555
14190,NW,Blue,193,1,72,54,0,0.246406571
14191,WC,White,177,1,60,41,1,0.492813142
14192,NW,Blue,166,0,46,27,2,0.48733744
14193,FS,Black,54,0,38,20,4,0.476386037
14194,KZN,Red,218,1,31,13,2,0.290212183
14195,FS,Red,148,1,65,47,3,0.410677618
14196,FS,White,41,1,39,21,2,0.249144422
14197,GP,Red,72,0,19,1,0,0.117727584
14198,EC,Red,102,0,21,2,2,0.041067762
14199,WC,White,66,0,44,26,0,0.098562628
14200,FS,Black,56,1,67,49,1,0.323066393
14201,EC,White,56,0,75,56,0,0.038329911
14202,MP,Black,85,1,81,63,0,0.309377139
14203,KZN,White,164,0,81,63,1,0.27926078
14204,KZN,Green,202,1,82,63,2,0.06844627
14205,FS,Red,75,1,56,37,1,0.364134155
14206,KZN,Blue,156,0,29,11,0,0.213552361
14207,FS,Green,102,0,70,52,0,0.002737851
14208,FS,Black,208,0,80,61,0,0.191649555
14209,MP,Red,118,1,65,45,2,0.470910335
14210,GP,Black,102,0,50,32,1,0.183436003
14211,MP,White,206,1,84,65,1,0.27926078
14212,EC,Red,75,1,20,2,0,0.114989733
14213,MP,Red,96,1,87,68,0,0.13963039
14214,GP,White,64,0,21,2,0,0.462696783
14215,KZN,Yellow,275,1,66,48,1,0.339493498
14217,EC,Red,74,0,35,16,1,0.106776181
14218,GP,Black,136,1,22,3,4,0.005475702
14219,GP,Silver,159,0,36,18,0,0.194387406
14220,NW,White,70,0,29,10,0,0.48733744
14221,NW,Yellow,170,1,31,13,0,0.323066393
14222,EC,White,116,0,42,23,0,0.021902806
14223,WC,Silver,157,0,54,35,3,0.361396304
14224,KZN,White,72,1,18,0,1,0.194387406
14225,WC,Silver,48,1,39,20,2,0.443531828
14226,EC,Green,197,0,53,35,1,0.079397673
14227,KZN,Green,128,0,21,1,2,0.470910335
14228,GP,White,198,0,53,35,0,0.005475702
14229,WC,Red,93,1,28,10,1,0.227241615
14230,WC,White,144,1,21,2,2,0.45174538
14231,WC,Green,213,1,21,2,2,0.147843943
14232,WC,White,156,1,71,53,1,0.046543463
14233,GP,White,98,1,21,1,1,0.48733744
14234,WC,Red,93,1,48,29,1,0.114989733
14235,FS,White,102,1,39,21,0,0.41889117
14236,WC,Red,149,0,44,26,1,0.364134155
14237,KZN,Silver,78,0,63,45,1,0.342231348
14238,GP,Silver,263,1,68,50,0,0.076659822
14239,MP,Red,105,0,30,12,1,0.273785079
14240,KZN,Red,134,0,20,1,1,0.413415469
14241,GP,Green,55,0,39,21,0,0.049281314
14242,WC,White,189,1,33,15,1,0.136892539
14243,WC,White,156,1,37,19,1,0.20807666
14244,EC,Red,89,1,78,60,0,0.054757016
14245,MP,White,188,0,29,10,2,0.062970568
14246,GP,White,118,1,27,9,0,0.268309377
14247,GP,Silver,48,0,25,6,2,0.062970568
14248,GP,Black,89,0,25,6,1,0.169746749
14249,NW,Red,82,0,22,3,0,0.073921971
14250,EC,Black,221,1,63,44,3,0.145106092
14251,WC,Black,179,0,27,8,3,0.240930869
14252,KZN,Green,152,1,44,25,2,0.052019165
14253,NW,Red,83,0,83,63,2,0.177960301
14254,EC,Blue,190,1,56,37,1,0.429842574
14255,FS,White,171,0,19,0,2,0.07118412
14256,EC,Silver,66,0,36,18,0,0.123203285
14257,WC,White,152,1,66,47,1,0.213552361
14258,WC,Black,167,0,86,68,2,0.413415469
14259,WC,Black,144,1,36,18,2,0.380561259
14260,NW,Yellow,102,1,70,52,0,0.06844627
14261,KZN,Red,123,0,49,30,1,0.213552361
14262,WC,White,99,1,23,5,0,0.355920602
14264,EC,Red,88,1,33,15,4,0.128678987
14265,GP,White,74,1,24,5,2,0.306639288
14266,MP,White,190,0,32,13,0,0.090349076
14267,WC,White,154,0,78,60,1,0.202600958
14268,NC,White,163,0,57,39,1,0.180698152
14269,WC,Black,133,0,65,46,2,0.421629021
14270,LIM,Silver,59,1,30,11,1,0.060232717
14271,KZN,White,303,1,75,57,1,0.394250513
14272,KZN,Silver,102,1,43,23,1,0.41889117
14273,NW,Silver,100,0,79,60,1,0.131416838
14274,WC,Red,113,0,43,22,3,0.339493498
14275,KZN,Black,109,1,77,59,1,0.366872005
14276,WC,White,69,0,59,40,1,0.232717317
14277,GP,Red,135,0,36,18,0,0.344969199
14278,GP,White,102,1,81,62,2,0.186173854
14279,EC,White,198,1,84,66,1,0.021902806
14280,EC,Green,128,0,18,0,1,0.309377139
14281,EC,Red,51,0,43,25,1,0.459958932
14282,NW,Black,94,1,84,66,1,0.377823409
14283,KZN,White,186,1,60,41,2,0.021902806
14284,WC,Green,146,0,18,0,2,0.484599589
14285,WC,White,119,1,28,10,4,0.186173854
14286,GP,White,103,0,59,41,1,0.41615332
14287,FS,White,67,1,23,5,1,0.229979466
14288,FS,Black,233,0,77,59,0,0.34770705
14289,WC,Silver,198,1,24,3,1,0.030116359
14290,MP,Red,91,1,28,8,3,0.205338809
14291,WC,White,116,0,30,12,1,0.394250513
14292,GP,Black,169,0,32,13,0,0.186173854
14293,FS,White,104,0,24,5,0,0.386036961
14294,GP,Black,223,1,20,2,1,0.457221081
14295,NC,Green,245,0,32,14,1,0.31211499
14296,MP,Blue,89,0,22,2,1,0.325804244
14297,MP,White,274,1,82,63,1,0.188911704
14298,NW,Black,224,0,22,3,0,0.191649555
14299,KZN,Yellow,128,0,61,43,1,0.306639288
14300,KZN,White,58,0,27,9,0,0.331279945
14301,KZN,White,172,1,69,51,1,0.290212183
14302,KZN,Green,234,0,67,49,0,0.364134155
14303,GP,White,209,0,78,59,1,0.128678987
14304,WC,Black,119,1,35,17,2,0.290212183
14305,EC,Silver,300,0,27,8,2,0.008213552
14306,NW,Black,183,1,25,5,0,0.065708419
14307,LIM,Green,224,1,27,8,0,0.454483231
14308,MP,White,114,1,84,66,1,0.219028063
14309,EC,White,206,1,26,8,1,0.31211499
14310,FS,Silver,80,0,54,35,0,0.205338809
14311,FS,White,60,0,73,54,2,0.20807666
14312,NW,Silver,289,0,86,67,0,0.188911704
14313,KZN,Black,135,0,73,55,0,0.432580424
14314,GP,Black,49,0,28,10,1,0.465434634
14315,EC,Red,47,0,83,65,0,0.010951403
14316,NW,Silver,71,0,54,36,1,0.13963039
14317,FS,White,108,0,29,11,1,0.249144422
14318,WC,White,155,0,30,12,2,0.20807666
14319,FS,White,187,0,50,31,2,0.388774812
14320,KZN,White,67,0,83,64,1,0.156057495
14321,NW,White,98,0,43,24,4,0.41615332
14322,NW,White,91,1,26,8,1,0.076659822
14323,GP,Black,108,1,43,25,1,0.350444901
14324,EC,Red,375,1,43,25,0,0.06844627
14325,GP,Yellow,151,0,51,33,0,0.002737851
14326,KZN,Red,162,0,53,35,1,0.027378508
14327,FS,Green,214,0,21,3,2,0.164271047
14328,GP,Black,115,0,52,33,0,0.177960301
14329,GP,Red,86,0,22,4,1,0.227241615
14330,NW,Red,64,0,75,57,1,0.320328542
14331,GP,Yellow,143,0,51,32,1,0.372347707
14332,WC,Black,103,1,25,6,1,0.413415469
14333,GP,White,71,0,68,49,1,0.134154689
14334,GP,Black,174,0,33,15,1,0.427104723
14335,FS,Blue,181,1,50,31,0,0.10403833
14336,WC,White,137,0,28,9,1,0.142368241
14337,EC,Silver,125,0,47,28,0,0.298425736
14338,GP,Blue,161,1,47,28,0,0.114989733
14339,EC,White,90,1,85,66,1,0.087611225
14340,EC,Red,216,0,20,2,1,0.043805613
14341,GP,White,55,0,69,50,1,0.229979466
14342,MP,Red,199,1,53,34,2,0.005475702
14343,WC,Yellow,203,1,27,8,3,0.262833676
14344,EC,Blue,110,1,31,12,0,0.049281314
14345,GP,Yellow,306,0,60,42,1,0.325804244
14346,WC,White,46,0,23,4,1,0.432580424
14347,EC,Red,82,1,65,47,0,0.090349076
14348,WC,Black,139,1,42,24,1,0.156057495
14349,GP,Blue,230,0,19,1,0,0.156057495
14350,NC,White,342,1,40,22,0,0.093086927
14351,GP,Blue,136,0,81,62,4,0.273785079
14352,NW,Yellow,131,1,23,5,1,0.117727584
14353,EC,Black,168,0,32,13,1,0.421629021
14354,FS,White,170,1,54,36,3,0.002737851
14355,EC,Red,58,1,31,13,1,0.101300479
14356,KZN,Silver,67,0,32,14,1,0.043805613
14357,KZN,Black,101,0,67,48,1,0.136892539
14358,GP,Silver,158,0,42,24,2,0.084873374
14359,WC,Green,51,1,50,32,1,0.246406571
14360,FS,Green,140,1,27,9,1,0.470910335
14361,NW,Black,50,0,48,30,1,0.481861739
14362,WC,Red,134,1,19,1,1,0.386036961
14363,EC,Red,52,1,21,3,1,0.473648186
14364,WC,Green,181,0,28,9,0,0.421629021
14365,GP,White,100,1,23,5,3,0.314852841
14366,GP,Red,143,0,81,60,0,0.1724846
14367,EC,Black,98,1,55,37,1,0.120465435
14368,MP,White,116,1,26,8,2,0.027378508
14369,KZN,White,60,1,18,0,0,0.016427105
14370,EC,White,59,0,86,68,0,0.032854209
14371,WC,Black,200,1,84,66,1,0.17522245
14372,FS,Black,123,0,54,35,0,0.041067762
14373,GP,Black,179,1,52,34,1,0.271047228
14374,WC,White,94,1,44,26,4,0.48733744
14375,WC,Red,71,1,24,6,2,0.246406571
14376,NW,White,82,1,44,25,0,0.268309377
14377,GP,White,169,1,27,9,0,0.158795346
14378,GP,White,138,0,75,57,1,0.490075291
14379,FS,White,81,1,27,9,0,0.27652293
14380,WC,White,135,0,34,16,1,0.380561259
14381,WC,Green,85,1,24,6,1,0.186173854
14382,NW,Red,61,1,43,24,2,0.355920602
14383,GP,Green,68,1,76,58,0,0.429842574
14384,GP,Silver,103,0,37,18,1,0.008213552
14385,KZN,Red,71,1,48,30,1,0.142368241
14386,FS,White,51,0,53,35,0,0.377823409
14387,KZN,White,301,1,69,50,1,0.48733744
14388,MP,Silver,104,1,37,16,1,0.049281314
14389,GP,White,138,1,38,20,1,0.481861739
14390,GP,Silver,197,1,37,18,1,0.194387406
14391,FS,White,83,1,40,18,0,0.090349076
14392,WC,Green,90,0,43,25,2,0.369609856
14393,GP,Black,61,1,76,58,1,0.375085558
14394,MP,White,147,0,22,3,2,0.06844627
14395,LIM,Red,189,0,25,6,1,0.41615332
14396,KZN,Green,144,1,39,20,1,0.271047228
14397,GP,White,70,1,41,22,1,0.468172485
14398,FS,Yellow,57,0,19,1,1,0.331279945
14399,WC,Green,205,1,77,59,0,0.306639288
14400,KZN,White,174,0,67,49,0,0.295687885
14401,EC,White,207,0,63,45,1,0.073921971
14402,WC,White,71,1,35,17,0,0.459958932
14403,EC,White,50,1,54,35,1,0.470910335
14404,LIM,Black,336,0,28,10,1,0.271047228
14405,WC,White,163,0,85,65,2,0.076659822
14406,KZN,Red,129,1,79,61,2,0.016427105
14407,NW,Black,157,0,61,40,1,0.372347707
14408,GP,Red,40,1,55,36,1,0.027378508
14409,LIM,Red,178,0,39,20,0,0.120465435
14410,KZN,White,110,0,48,30,1,0.235455168
14411,KZN,Red,50,1,26,7,3,0.457221081
14412,WC,Red,48,0,50,31,3,0.353182752
14413,FS,Red,249,1,76,57,0,0.06844627
14414,WC,Silver,233,0,33,15,2,0.194387406
14415,GP,White,52,0,19,0,0,0.429842574
14416,GP,White,97,0,50,32,2,0.205338809
14417,EC,White,175,0,56,37,1,0.424366872
14418,GP,White,98,0,68,50,1,0.153319644
14419,NW,White,194,1,73,55,1,0.202600958
14420,WC,Green,192,0,56,38,0,0.325804244
14421,EC,Yellow,313,1,37,18,0,0.457221081
14422,KZN,White,115,0,82,64,2,0.257357974
14423,GP,Black,55,1,23,5,1,0.492813142
14424,WC,Blue,138,1,73,54,1,0.405201916
14425,EC,Green,199,0,70,51,3,0.060232717
14426,WC,Red,205,0,21,2,1,0.314852841
14427,WC,Green,154,1,39,20,2,0.205338809
14428,KZN,White,92,1,71,53,1,0.131416838
14429,WC,White,122,0,39,21,1,0.457221081
14430,MP,White,108,0,83,64,1,0.295687885
14431,GP,Red,132,0,49,30,1,0.199863107
14432,GP,Red,81,1,25,7,0,0.372347707
14433,KZN,White,98,0,55,36,0,0.07118412
14434,FS,Yellow,100,0,20,2,3,0.361396304
14435,WC,White,124,0,54,36,1,0.240930869
14436,EC,Red,131,1,49,30,0,0.161533196
14437,KZN,Red,55,0,54,36,2,0.117727584
14438,WC,Black,157,0,49,30,0,0.052019165
14439,NW,Blue,46,1,54,36,5,0.062970568
14440,GP,Red,159,0,73,53,4,0.317590691
14441,EC,Blue,220,1,81,62,0,0.082135524
14442,MP,White,121,0,57,38,2,0.358658453
14443,MP,Silver,66,0,43,25,1,0.17522245
14444,NC,White,53,1,51,33,3,0.31211499
14445,WC,White,143,0,77,59,1,0.298425736
14446,GP,White,126,0,23,5,1,0.076659822
14447,WC,Green,53,0,28,10,1,0.024640657
14448,GP,Silver,137,1,84,66,3,0.271047228
14449,MP,Red,145,1,34,15,1,0.008213552
14450,KZN,Black,158,1,23,4,2,0.216290212
14452,WC,Blue,44,0,18,0,1,0.287474333
14453,WC,Blue,158,1,80,62,1,0.197125257
14455,GP,White,146,1,79,61,2,0.45174538
14456,KZN,Yellow,99,0,29,10,1,0.405201916
14457,GP,Yellow,147,0,24,5,0,0.301163587
14458,NW,Silver,265,0,21,3,1,0.273785079
14459,NW,Blue,121,0,52,33,3,0.13963039
14460,WC,Yellow,41,0,19,0,0,0.052019165
14461,GP,Green,194,0,26,8,3,0.232717317
14462,WC,White,130,1,61,42,1,0.087611225
14463,WC,Yellow,194,1,25,7,3,0.186173854
14464,GP,Black,165,0,44,25,1,0.287474333
14465,MP,Red,93,0,26,7,0,0.27926078
14466,MP,Red,40,1,81,62,2,0.394250513
14467,FS,Red,100,0,74,56,0,0.462696783
14469,WC,Red,124,1,72,53,1,0.459958932
14470,GP,Red,69,1,66,46,0,0.112251882
14471,EC,White,84,1,24,6,0,0.038329911
14472,WC,Green,66,0,31,13,1,0.101300479
14473,KZN,Black,95,1,64,46,2,0.31211499
14474,WC,White,272,1,54,35,2,0.372347707
14475,KZN,Green,263,1,51,33,3,0.246406571
14476,KZN,White,114,1,52,34,4,0.054757016
14477,MP,Black,64,0,74,56,2,0.260095825
14478,GP,White,128,0,62,44,1,0.161533196
14479,WC,Red,139,0,59,41,1,0.221765914
14480,WC,White,188,0,82,64,2,0.156057495
14481,GP,Green,72,1,30,12,1,0.021902806
14482,KZN,Red,195,0,26,7,2,0.232717317
14483,EC,Green,207,1,67,48,1,0.465434634
14484,MP,White,190,1,74,56,1,0.254620123
14485,WC,Silver,91,0,71,53,0,0.336755647
14486,NW,Black,191,0,48,29,4,0.476386037
14487,WC,White,52,1,81,62,1,0.156057495
14488,NW,Red,47,0,31,12,1,0.331279945
14489,WC,Red,193,1,41,23,3,0.484599589
14490,GP,Blue,133,1,34,15,2,0.27926078
14491,FS,Black,101,1,85,67,0,0.150581793
14492,EC,White,332,1,32,14,1,0.114989733
14494,KZN,White,200,1,31,12,0,0.17522245
14495,FS,Silver,112,1,65,46,0,0.065708419
14496,WC,Blue,195,0,27,8,1,0.065708419
14497,EC,White,80,0,77,59,1,0.438056126
14498,WC,Black,108,0,78,59,1,0.016427105
14499,NW,Yellow,160,0,58,40,3,0.016427105
14500,GP,Red,294,0,54,36,0,0.120465435
14501,NW,Silver,89,1,83,65,4,0.31211499
14502,WC,Red,203,1,21,3,1,0.459958932
14503,NW,Black,162,0,86,68,1,0.202600958
14504,KZN,Silver,164,0,46,27,0,0.331279945
14505,GP,Green,60,1,67,49,1,0.024640657
14506,KZN,White,96,0,42,24,2,0.48733744
14507,FS,Red,177,1,70,52,0,0.169746749
14508,KZN,Silver,168,1,23,4,1,0.1724846
14509,GP,Black,198,0,75,57,0,0.249144422
14510,KZN,White,73,1,61,42,0,0.117727584
14511,KZN,Blue,237,1,47,29,1,0.117727584
14512,KZN,Silver,183,1,60,42,2,0.38329911
14513,GP,Silver,98,0,61,42,0,0.369609856
14514,WC,White,111,0,48,30,0,0.030116359
14515,KZN,Red,229,0,41,22,2,0.355920602
14516,NW,White,153,1,28,9,5,0.060232717
14517,EC,White,129,1,36,18,2,0.281998631
14518,FS,Black,113,0,74,54,0,0.260095825
14519,GP,Silver,214,1,73,55,1,0.429842574
14520,NW,Red,104,0,27,9,1,0.295687885
14521,FS,Red,93,0,37,19,0,0.156057495
14522,NW,Blue,128,1,73,54,0,0.216290212
14523,KZN,White,179,1,19,1,0,0.169746749
14524,EC,Blue,146,0,71,53,1,0.117727584
14525,GP,White,141,0,31,12,1,0.440793977
14526,WC,White,113,0,20,2,2,0.24366872
14527,NW,White,60,0,20,2,0,0.479123888
14528,WC,White,72,1,85,67,1,0.314852841
14529,MP,White,92,1,61,41,0,0.158795346
14530,FS,White,150,1,70,51,1,0.476386037
14531,KZN,White,160,1,26,8,0,0.301163587
14532,KZN,Blue,264,0,80,62,1,0.465434634
14533,WC,White,171,1,71,52,1,0.440793977
14534,WC,Red,263,1,72,54,1,0.271047228
14535,EC,Silver,109,0,29,11,0,0.468172485
14536,EC,Silver,127,0,66,47,1,0.257357974
14537,EC,Yellow,75,1,71,52,0,0.394250513
14538,KZN,Green,84,1,38,20,2,0.309377139
14539,WC,Black,156,1,83,63,0,0.131416838
14540,FS,Red,188,1,50,32,1,0.024640657
14541,FS,Silver,137,1,44,25,5,0.375085558
14542,WC,Red,196,1,45,27,1,0.468172485
14543,GP,White,127,1,38,20,1,0.117727584
14544,FS,White,128,0,69,51,0,0.227241615
14546,LIM,Red,128,1,67,49,1,0.098562628
14547,FS,Blue,43,1,52,34,3,0.249144422
14548,MP,White,122,0,25,7,0,0.057494867
14549,NW,Silver,57,0,82,64,0,0.468172485
14550,NW,Green,232,0,24,6,1,0.328542094
14551,FS,Black,115,0,20,1,0,0.112251882
14552,NW,White,53,0,51,33,1,0.457221081
14553,WC,Green,81,1,60,42,0,0.331279945
14554,GP,Blue,47,1,29,10,1,0.224503765
14555,KZN,Red,102,0,26,7,1,0.030116359
14556,FS,White,82,0,37,19,0,0.492813142
14557,FS,Red,215,1,78,59,0,0.273785079
14558,GP,Black,93,1,35,16,1,0.48733744
14559,GP,Silver,68,1,55,37,3,0.186173854
14560,WC,Yellow,60,0,51,33,1,0.073921971
14561,EC,Yellow,53,1,82,63,2,0.186173854
14562,KZN,White,79,1,45,26,1,0.150581793
14563,LIM,White,55,0,37,19,0,0.17522245
14564,WC,Black,71,0,37,19,2,0.317590691
14565,WC,White,73,0,67,48,2,0.180698152
14566,FS,Blue,123,1,58,40,1,0.295687885
14568,GP,Green,199,0,76,58,2,0.421629021
14569,NW,Red,124,0,35,17,1,0.238193018
14570,NW,Blue,81,1,77,58,1,0.147843943
14571,MP,Red,85,0,85,67,0,0.410677618
14572,GP,White,103,1,34,16,1,0.380561259
14573,FS,Red,84,1,70,51,1,0.177960301
14574,GP,White,100,0,31,12,1,0.227241615
14575,FS,White,58,1,59,41,1,0.287474333
14576,MP,Silver,75,1,68,50,2,0.210814511
14577,GP,White,130,1,28,10,2,0.435318275
14578,KZN,Blue,67,1,61,43,0,0.424366872
14579,GP,White,131,1,70,51,1,0.295687885
14580,LIM,Silver,95,1,66,48,0,0.309377139
14581,GP,Silver,113,0,51,33,0,0.106776181
14582,EC,Black,92,0,47,28,1,0.306639288
14583,KZN,Black,50,0,33,14,1,0.060232717
14584,FS,White,160,1,44,26,2,0.407939767
14585,GP,White,220,0,49,30,1,0.301163587
14586,EC,White,147,1,48,29,0,0.249144422
